name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
AusGEM_00172	FH144	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993277	NA	SRR24462358	PRJNA970052	F4:A-:B1	322	10																																																				
AusGEM_00173	FH145	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993278	NA	SRR24462357	PRJNA970052	F4:A-:B1	322	10																																																				
AusGEM_00174	FH146	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993279	NA	SRR24462356	PRJNA970052	F4:A-:B1	322	10																																																				
AusGEM_00175	FH147	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993280	NA	SRR24462354	PRJNA970052	F4:A-:B1	322	10																																																				
AusGEM_00176	FH148	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993281	NA	SRR24462353	PRJNA970052	F4:A-:B1	322	10																																																				
AusGEM_00177	FH149	155	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993282	NA	SRR24462352	PRJNA970052	C4:A-:B1	95	11																																																				
AusGEM_00178	FH14	1286	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993272	NA	SRR24462363	PRJNA970052	F33:A-:B40	Unclustered (Singleton)	28_741_1324																																																				
AusGEM_00179	FH150	155	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993284	NA	SRR24462350	PRJNA970052	C4:A-:B1	95	11																																																				
AusGEM_00180	FH151	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993285	NA	SRR24462349	PRJNA970052	F29:A-:B53	Unclustered (Singleton)	21																																																				
AusGEM_00181	FH152	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993286	NA	SRR24462348	PRJNA970052	F29!/F24!:A-:B53	230	21																																																				
AusGEM_00182	FH153	1137	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993287	NA	SRR24462347	PRJNA970052	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AusGEM_00183	FH154	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993288	NA	SRR24462346	PRJNA970052	F24:A-:B53	230	21																																																				
AusGEM_00184	FH155	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993289	NA	SRR24462345	PRJNA970052	F24:A-:B53	230	21																																																				
AusGEM_00185	FH156	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993290	NA	SRR24462343	PRJNA970052	F29!/F24!:A-:B53	230	21																																																				
AusGEM_00186	FH157	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993291	NA	SRR24462342	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00187	FH158	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993292	NA	SRR24462341	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00188	FH159	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993293	NA	SRR24462340	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00189	FH15	1818	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993283	NA	SRR24462351	PRJNA970052	F95!/F104!:A-:B-	1229	319																																																				
AusGEM_00190	FH160	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993295	NA	SRR24462338	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00191	FH161	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993296	NA	SRR24462309	PRJNA970052	F24:A-:B53	230	21																																																				
AusGEM_00192	FH162	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993297	NA	SRR24462308	PRJNA970052	F24:A-:B53	230	21																																																				
AusGEM_00193	FH163	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993298	NA	SRR24462307	PRJNA970052	F76!/F24!:A-:B53	230	21																																																				
AusGEM_00194	FH164	101	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993299	NA	SRR24462306	PRJNA970052	C4:A-:B6	2819	27																																																				
AusGEM_00195	FH165	101	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993300	NA	SRR24462304	PRJNA970052	C4:A-:B6	2819	27																																																				
AusGEM_00196	FH166	13152	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993301	NA	SRR24462303	PRJNA970052	F24:A-:B1	612	21																																																				
AusGEM_00197	FH167	13152	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993302	NA	SRR24462302	PRJNA970052	F24:A-:B1	612	21																																																				
AusGEM_00198	FH168	1640	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993303	NA	SRR24462301	PRJNA970052	C4:A-:B1	370	1411																																																				
AusGEM_00199	FH169	1640	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993304	NA	SRR24462300	PRJNA970052	C4:A-:B1	370	1411																																																				
AusGEM_00200	FH16	1818	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993294	NA	SRR24462339	PRJNA970052	F95!/F104!:A-:B-	1229	319																																																				
AusGEM_00201	FH170	1640	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993306	NA	SRR24462298	PRJNA970052	C4:A-:B1	370	1411																																																				
AusGEM_00202	FH171	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993307	NA	SRR24462297	PRJNA970052	F29!/F24!:A-:B53	230	21																																																				
AusGEM_00203	FH172	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993308	NA	SRR24462296	PRJNA970052	F76!/F24!:A-:B53	230	21																																																				
AusGEM_00204	FH173	13151	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993309	NA	SRR24462295	PRJNA970052	F29!/F24!:A-:B53	230	21																																																				
AusGEM_00205	FH174	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993310	NA	SRR24462293	PRJNA970052	F29!/F24!:A-:B53	230	21																																																				
AusGEM_00206	FH175	48	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993311	NA	SRR24462292	PRJNA970052	F24:A-:B1	Unclustered (Singleton)	64																																																				
AusGEM_00208	FH177	135	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993312	NA	SRR24462291	PRJNA970052	C4:A6?:B8	420	165																																																				
AusGEM_00209	FH178	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993313	NA	SRR24462290	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00210	FH179	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993314	NA	SRR24462289	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00211	FH17	1818	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993305	NA	SRR24462299	PRJNA970052	F95!/F104!:A-:B-	1229	319																																																				
AusGEM_00212	FH180	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993316	NA	SRR24462287	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00213	FH181	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993317	NA	SRR24462286	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00214	FH182	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993318	NA	SRR24462285	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00215	FH183	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993319	NA	SRR24462284	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00216	FH184	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993320	NA	SRR24462282	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00217	FH185	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993321	NA	SRR24462253	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00218	FH186	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993322	NA	SRR24462252	PRJNA970052	F24:A-:B1	597	21																																																				
AusGEM_00219	FH187	135	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993323	NA	SRR24462251	PRJNA970052	C4:A6?:B8	420	165																																																				
AusGEM_00220	FH188	135	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993324	NA	SRR24462250	PRJNA970052	C4:A6?:B8	420	165																																																				
AusGEM_00221	FH189	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993325	NA	SRR24462249	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00222	FH18	167	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993315	NA	SRR24462288	PRJNA970052	F4:A-:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
AusGEM_00223	FH190	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993327	NA	SRR24462247	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00224	FH191	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993328	NA	SRR24462246	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00225	FH192	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993329	NA	SRR24462245	PRJNA970052	C4:A-:B1	1487	21																																																				
AusGEM_00226	FH193	95	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993330	NA	SRR24462446	PRJNA970052	F24:A-:B1*	304	9_1394																																																				
AusGEM_00227	FH194	95	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993331	NA	SRR24462445	PRJNA970052	F24:A-:B1*	304	9_1394																																																				
AusGEM_00228	FH195	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993332	NA	SRR24462444	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00229	FH196	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993333	NA	SRR24462443	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00230	FH197	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993334	NA	SRR24462442	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00231	FH198	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993335	NA	SRR24462441	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00232	FH199	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993336	NA	SRR24462440	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00233	FH19	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993326	NA	SRR24462248	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00234	FH1	1818	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993230	NA	SRR24462449	PRJNA970052	F95!/F104!:A-:B-	1229	319																																																				
AusGEM_00235	FH200	88	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993339	NA	SRR24462437	PRJNA970052	C4:A-:B8	Unclustered (Singleton)	12																																																				
AusGEM_00236	FH201	1722	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993340	NA	SRR24462435	PRJNA970052	F2:A-:B1	Unclustered (Singleton)	190																																																				
AusGEM_00238	FH203	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993341	NA	SRR24462434	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00239	FH204	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993342	NA	SRR24462433	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00240	FH205	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993343	NA	SRR24462432	PRJNA970052	F24:A-:B1	1063	21																																																				
AusGEM_00241	FH206	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993344	NA	SRR24462431	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00242	FH207	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993345	NA	SRR24462430	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00243	FH208	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993346	NA	SRR24462429	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00244	FH209	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993347	NA	SRR24462428	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00245	FH20	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993338	NA	SRR24462438	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00246	FH210	155	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993349	NA	SRR24462426	PRJNA970052	F4:A-:B1	Unclustered (Singleton)	11																																																				
AusGEM_00247	FH211	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993350	NA	SRR24462424	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00248	FH212	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993351	NA	SRR24462423	PRJNA970052	C4:A-:B1	898	1447																																																				
AusGEM_00249	FH213	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993352	NA	SRR24462422	PRJNA970052	C4:A-:B1	898	1447																																																				
AusGEM_00250	FH214	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993353	NA	SRR24462393	PRJNA970052	C4:A-:B1	171	120																																																				
AusGEM_00251	FH21	1914	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993348	NA	SRR24462427	PRJNA970052	F24:A-:B40	833	571																																																				
AusGEM_00252	FH22	1914	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993354	NA	SRR24462392	PRJNA970052	F24:A-:B40	833	571																																																				
AusGEM_00253	FH23	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993355	NA	SRR24462391	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00254	FH24	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993356	NA	SRR24462390	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00255	FH25	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993357	NA	SRR24462389	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00256	FH26	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993358	NA	SRR24462388	PRJNA970052	F24:A-:B1	101	21																																																				
AusGEM_00257	FH27	117	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993359	NA	SRR24462387	PRJNA970052	F24:A-:B1	56	21																																																				
AusGEM_00258	FH28	101	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993360	NA	SRR24462385	PRJNA970052	C4:A-:B6	2819	27																																																				
AusGEM_00259	FH29	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993361	NA	SRR24462384	PRJNA970052	F24:A-:B1	262	10																																																				
AusGEM_00260	FH2	1818	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993337	NA	SRR24462439	PRJNA970052	F95!/F104!:A-:B-	1229	319																																																				
AusGEM_00261	FH30	69	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993363	NA	SRR24462382	PRJNA970052	F24:A-:B1	262	10																																																				
AusGEM_00262	FH31	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993364	NA	SRR24462381	PRJNA970052	C4:A-:B1	1159	120																																																				
AusGEM_00263	FH32	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993365	NA	SRR24462380	PRJNA970052	C4:A-:B1	Unclustered (Singleton)	120																																																				
AusGEM_00264	FH33	10	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993366	NA	SRR24462379	PRJNA970052	F24:A-:B23	313	5_1020_1036_1160																																																				
AusGEM_00265	FH34	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993367	NA	SRR24462378	PRJNA970052	C4:A-:B1	1159	120																																																				
AusGEM_00266	FH35	57	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993368	NA	SRR24462377	PRJNA970052	C4:A-:B1	1159	120																																																				
AusGEM_00267	FH36	101	Livestock	Avian	Extraintestinal	2016	AusGEM	VIC	SAMN34993369	NA	SRR24462376	PRJNA970052	C4:A-:B6	2819	27																																																				
