name	resistance	class_includes_CIA_res	resistance_genes_present	genes	Strain_count_of_AMR_gene_classes	Strain_MDR_status	Strain_CIA_status	Strain_count_of_AMR_genes
AUSMDU00016512	Macrolide	TRUE	1	mph(A)	6	1	1	7
AUSMDU00016281	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00016281	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00016281	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00016281	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00016281	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00016281	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00016281	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00016281	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00010783	ESBL	TRUE	1	blaCTX-M-27	6	1	1	7
AUSMDU00010783	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	7
AUSMDU00010783	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	6	1	1	7
AUSMDU00010783	Tetracycline	FALSE	1	tet(A)	6	1	1	7
AUSMDU00010783	Sulfonamide	FALSE	1	sul2	6	1	1	7
AUSMDU00010783	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	6	1	1	7
AUSMDU00010783	Macrolide	TRUE	1	mph(A)	6	1	1	7
AUSMDU00007859	ESBL	TRUE	1	blaCTX-M-27	6	1	1	7
AUSMDU00007859	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	7
AUSMDU00007859	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	6	1	1	7
AUSMDU00007859	Tetracycline	FALSE	1	tet(A)	6	1	1	7
AUSMDU00007859	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	7
AUSMDU00007859	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	6	1	1	7
AUSMDU00007859	Macrolide	TRUE	1	mph(A)	6	1	1	7
AUSMDU00011213	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
AUSMDU00011213	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00011213	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
AUSMDU00017427	ESBL	TRUE	1	blaCTX-M-27	6	1	1	7
AUSMDU00017427	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	7
AUSMDU00017427	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	6	1	1	7
AUSMDU00017427	Tetracycline	FALSE	1	tet(A)	6	1	1	7
AUSMDU00017427	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	7
AUSMDU00017427	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	6	1	1	7
AUSMDU00017427	Macrolide	TRUE	1	mph(A)	6	1	1	7
AUSMDU00018477	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00018477	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00018477	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00018477	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00018477	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00018477	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00018477	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00018477	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00013443	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
AUSMDU00013443	ESBL	TRUE	1	blaCTX-M-27	7	1	1	9
AUSMDU00013443	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
AUSMDU00013443	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	9
AUSMDU00013443	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00013443	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
AUSMDU00013443	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00013443	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
AUSMDU00013443	Macrolide	TRUE	1	mph(A)	7	1	1	9
AUSMDU00007440	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
AUSMDU00007440	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00007440	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
AUSMDU00007297	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
AUSMDU00007297	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00007297	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
AUSMDU00015598	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00015598	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00015598	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00015598	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00015598	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00015598	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00015598	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00015598	Macrolide	TRUE	1	mph(A)	7	1	1	8
ERR5355888	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
ERR5355888	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
ERR5355888	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
ERR5355888	Tetracycline	FALSE	1	tet(A)	7	1	1	8
ERR5355888	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
ERR5355888	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
ERR5355888	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
ERR5355888	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00010811	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00010811	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00010811	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00010811	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00010811	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00010811	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00010811	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00010811	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_02044	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_02044	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_02044	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AusGEM_02044	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AusGEM_02044	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AusGEM_02044	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_02044	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_02044	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00011364	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
AUSMDU00011364	ESBL	TRUE	1	blaCTX-M-27	7	1	1	9
AUSMDU00011364	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
AUSMDU00011364	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	9
AUSMDU00011364	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00011364	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
AUSMDU00011364	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00011364	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
AUSMDU00011364	Macrolide	TRUE	1	mph(A)	7	1	1	9
AUSMDU00016510	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
AUSMDU00016510	ESBL	TRUE	1	blaCTX-M-27	7	1	1	9
AUSMDU00016510	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
AUSMDU00016510	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	9
AUSMDU00016510	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00016510	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
AUSMDU00016510	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00016510	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
AUSMDU00016510	Macrolide	TRUE	1	mph(A)	7	1	1	9
AUSMDU00007520	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00007520	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00007520	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00007520	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00007520	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00007520	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00007520	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00007520	Macrolide	TRUE	1	mph(A)	7	1	1	8
SRR13236432	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
SRR13236432	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
SRR13236432	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
AUSMDU00017430	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00017430	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00017430	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00017430	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00017430	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00017430	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00017430	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00017430	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00012229	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00012229	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00012229	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00012229	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00012229	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00012229	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00012229	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00012229	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00011824	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00011824	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00011824	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00011824	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00011824	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00011824	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00011824	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00011824	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00013946	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00013946	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00013946	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00013946	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00013946	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00013946	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00013946	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00013946	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00016438	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00016438	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00016438	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00016438	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00016438	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00016438	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00016438	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00016438	Macrolide	TRUE	1	mph(A)	7	1	1	8
ERR5355614	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
ERR5355614	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
ERR5355614	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
ERR5355614	Tetracycline	FALSE	1	tet(A)	7	1	1	8
ERR5355614	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
ERR5355614	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
ERR5355614	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
ERR5355614	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_00808	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_00808	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_00808	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AusGEM_00808	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AusGEM_00808	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AusGEM_00808	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_00808	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_00808	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00034364	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
AUSMDU00034364	ESBL	TRUE	1	blaCTX-M-27	7	1	1	10
AUSMDU00034364	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
AUSMDU00034364	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	10
AUSMDU00034364	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00034364	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
AUSMDU00034364	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00034364	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
AUSMDU00034364	Macrolide	TRUE	1	mph(A)	7	1	1	10
AUSMDU00034364	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
AUSMDU00022558	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00022558	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00022558	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00022558	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00022558	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00022558	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00022558	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00022558	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00016439	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00016439	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00016439	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00016439	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00016439	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00016439	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00016439	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00016439	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00022405	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00022405	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00022405	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00022405	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00022405	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00022405	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00022405	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00022405	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00014865	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00014865	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00014865	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00014865	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00014865	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00014865	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00014865	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00014865	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00011378	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00011378	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00011378	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00011378	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00011378	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00011378	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00011378	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00011378	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00014862	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00014862	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00014862	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00014862	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00014862	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00014862	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00014862	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00014862	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00023207	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00023207	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00023207	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00023207	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00023207	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00023207	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00023207	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00023207	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00019370	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00019370	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00019370	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00019370	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00019370	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00019370	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00019370	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00019370	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00007851	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00007851	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00007851	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00007851	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00007851	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00007851	Trimethoprim	FALSE	1	dfrA17*	7	1	1	8
AUSMDU00007851	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00007851	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_00505	ESBL	TRUE	1	blaCTX-M-27	6	1	1	7
AusGEM_00505	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	7
AusGEM_00505	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	6	1	1	7
AusGEM_00505	Tetracycline	FALSE	1	tet(A)	6	1	1	7
AusGEM_00505	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	7
AusGEM_00505	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	6	1	1	7
AusGEM_00505	Macrolide	TRUE	1	mph(A)	6	1	1	7
SRR7724822	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	4
SRR7724822	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	3	1	1	4
SRR7724822	Sulfonamide	FALSE	1	sul2*	3	1	1	4
SRR7724822	Streptomycin	FALSE	1	aph(3'')-Ib	3	1	1	4
SRR7724807	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
SRR7724807	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
SRR7724807	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib	2	0	1	3
SRR7724608	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
SRR7724608	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
SRR7724608	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
SRR7724608	Tetracycline	FALSE	1	tet(A)	7	1	1	8
SRR7724608	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
SRR7724608	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
SRR7724608	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
SRR7724608	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00017101	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
AUSMDU00017101	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00017101	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	2	0	1	3
AUSMDU00019236	ESBL	TRUE	1	blaCTX-M-27	4	1	1	5
AUSMDU00019236	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	5
AUSMDU00019236	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	4	1	1	5
AUSMDU00019236	Tetracycline	FALSE	1	tet(A)	4	1	1	5
AUSMDU00019236	Streptomycin	FALSE	1	aph(6)-Id	4	1	1	5
AusGEM_00848	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_00848	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_00848	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AusGEM_00848	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AusGEM_00848	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AusGEM_00848	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_00848	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_00848	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00021890	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00021890	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00021890	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	8
AUSMDU00021890	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00021890	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AUSMDU00021890	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00021890	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00021890	Macrolide	TRUE	1	mph(A)	7	1	1	8
